CLUES,CLAVE DE LA INSTITUCION,NOMBRE DE LA INSTITUCION,CLAVE DE LA ENTIDAD,ENTIDAD,CLAVE DEL MUNICIPIO,MUNICIPIO,CLAVE DE LA LOCALIDAD,LOCALIDAD,CLAVE DE LA JURISDICCION,JURISDICCION,CLAVE DEL TIPO ESTABLECIMIENTO,NOMBRE TIPO ESTABLECIMIENTO,CLAVE DE TIPOLOGIA,NOMBRE DE TIPOLOGIA,CLAVE DE SUBTIPOLOGIA,NOMBRE DE SUBTIPOLOGIA,NOMBRE DE LA UNIDAD,NOMBRE COMERCIAL,CLAVE TIPO DE VIALIDAD,TIPO DE VIALIDAD,VIALIDAD,NUMERO EXTERIOR,NUMERO INTERIOR,CLAVE TIPO DE ASENTAMIENTO,TIPO DE ASENTAMIENTO,ASENTAMIENTO,CODIGO POSTAL,OBSERVACIONES DE LA DIRECCION,CLAVE ESTATUS DE OPERACION,ESTATUS DE OPERACION,RFC DEL ESTABLECIMIENTO,TELEFONO 1 DEL ESTABLECIMIENTO,EXTENSION TELEFONICA 1 DEL ESTABLECIMIENTO,TELEFONO 2 DEL ESTABLECIMIENTO,EXTENSION TELEFONICA 2 DEL ESTABLECIMIENTO,FECHA DE CONSTRUCCION,FECHA DE INICIO DE OPERACION,CLAVE UNIDAD MOVIL MARCA,UNIDAD MOVIL MARCA,UNIDAD MOVIL MARCA ESPECIFICA,UNIDAD MOVIL MODELO,CLAVE UNIDAD MOVIL PROGRAMA,UNIDAD MOVIL PROGRAMA,CLAVE UNIDAD MOVIL TIPO,UNIDAD MOVIL TIPO,CLAVE UNIDAD MOVIL TIPOLOGIA,UNIDAD MOVIL TIPOLOGIA,CLAVE DE LA INS ADM,NOMBRE DE LA INS ADM,CLAVE NIVEL ATENCION,NIVEL ATENCION,CLAVE ESTRATO UNIDAD,ESTRATO UNIDAD,CLAVE TIPO OBRA,TIPO OBRA,CLAVE PROPIEDAD DEL INMUEBLE,PROPIEDAD DEL INMUEBLE,LATITUD,LONGITUD,CLAVE ULTIMO MOVIMIENTO,ULTIMO MOVIMIENTO,FECHA ULTIMO MOVIMIENTO,COMENTARIOS DE LA VALIDACION,CLAVE MOTIVO BAJA,MOTIVO BAJA,FECHA EFECTIVA DE BAJA
CSSMP003244,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,1,COMITAN DE DOMINGUEZ,3,COMITÁN,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,5.0,CALLE,SEXTA SUR ORIENTE,26 ,,7.0,COLONIA,SAN AGUSTIN,30350.0,ENTRE CALLE ESQ. OCTAVA ORIENTE SUR Y SEPTIMA ORIENTE SUR / QUINTA SUR ORIENTE,1,EN OPERACION,XAXX111111,,,,,,04/06/2022,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.252173,-92.125539,A,ALTA,08/11/2022,,,,
CSSMP003256,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,1,COMITAN DE DOMINGUEZ,3,COMITÁN,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,5.0,CALLE,TERCERA NORTE PONIENTE,52 ,,7.0,COLONIA,GUADALUPE,27010.0,ENTRE CALLE ESQ. TERCERA PONIENTE NORTE Y CUARTA PONIENTE NORTE / SEGUNDA NORTE PONIENTE,1,EN OPERACION,XAXX111111,,,,,,05/06/2022,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.252933,-92.140368,A,ALTA,08/11/2022,,,,
CSSMP003261,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,101,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,5.0,CALLE,LIBRAMIENTO SUR PONIENTE,1327 ,,7.0,COLONIA,DR.ROMEO RINCON,24520.0,ENTRE CALLE DECIMA CUARTA SUR PONIENTE Y DECIMA CUARTA PONIENTE SUR /,1,EN OPERACION,XAXX111111,,,,,,06/06/2022,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.74421,-93.12934,A,ALTA,08/11/2022,,,,
CSSMP003273,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,101,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,3.0,AVENIDA,DECIMA SEXTA NORTE ORIENTE,466 ,,7.0,COLONIA,ASTURIAS,34235.0,ENTRE CALLE TERCERA ORIENTE NORTE Y CUARTA ORIENTE NORTE / DECIMA QUINTA NORTE ORIENTE,1,EN OPERACION,XAXX111111,,,,,,15/05/2022,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.767663,-93.110105,A,ALTA,08/11/2022,,,,
CSSMP003285,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,109,YAJALON,1,YAJALON,6,PALENQUE,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,5.0,CALLE,PRIMERA PONIENTE NORTE,S/N ,,7.0,COLONIA,YAJALON CENTRO,30523.0,ENTRE CALLE ESQ. SEGUNDA NORTE PONIENTE Y PRIMERA AVENIDA NORTE PONIENTE / CENTRAL NORTE,1,EN OPERACION,XAXX111111,9196882069.0,,,,,01/06/2022,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,17.174759,-92.333822,A,ALTA,08/11/2022,,,,
CSSMP003290,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,102,TUXTLA CHICO,1,TUXTLA CHICO,7,TAPACHULA,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,3.0,AVENIDA,HIDALGO,523 ,,7.0,COLONIA,SAN JUAN,10800.0,ENTRE CALLE ESQ. ALDAMA Y FARIAS / MORELOS,1,EN OPERACION,XAXX111111,9623113955.0,,,,,19/04/2022,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,14.939306,-92.165511,A,ALTA,08/11/2022,,,,
CSSMP003302,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,75,LAS ROSAS,1,LAS ROSAS,2,SAN CRISTÓBAL DE LAS CASAS,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,3.0,AVENIDA,TERCERA PONIENTE SUR,S/N ,,7.0,COLONIA,LAS ROSAS CENTRO,43630.0,ENTRE CALLE ESQ. PRIMERA SUR PONIENTE Y CENTRAL PONIENTE / CUARTA PONIENTE SUR,1,EN OPERACION,XAXX111111,9921139373.0,,,,,09/05/2022,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.36332,-92.371961,A,ALTA,08/11/2022,,,,
CSSMP003314,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,104,TZIMOL,1,TZIMOL,3,COMITÁN,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,5.0,CALLE,PONIENTE,S/N ,,7.0,COLONIA,TZIMOL CENTRO,51367.0,ENTRE CALLE TERCERA PONIENTE SUR Y SEGUNDA PONIENTE SUR / SEPTIMA SUR PONIENTE,1,EN OPERACION,XAXX111111,9921145536.0,,,,,06/02/2022,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.177332,-92.186833,A,ALTA,08/11/2022,,,,
CSSMP003326,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,34,FRONTERA COMALAPA,1,FRONTERA COMALAPA,3,COMITÁN,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,3.0,AVENIDA,PRIMERA PONIENTE SUR,S/N ,,7.0,COLONIA,FRONTERA COMALAPA CENTRO,37408.0,ENTRE CALLE PRIMERA SUR PONIENTE Y SEGUNDA SUR PONIENTE / CENTRAL SUR,1,EN OPERACION,XAXX111111,9636882663.0,,,,,31/01/2022,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,15.658978,-92.141948,A,ALTA,08/11/2022,,,,
CSSMP003331,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,20,LA CONCORDIA,17,INDEPENDENCIA,4,VILLAFLORES,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,24.0,CARRETERA,CARRETERA LAS LIMAS - LA CONCORDIA,S/N ,,7.0,COLONIA,INDEPENDENCIA,52400.0,ENTRE CALLE ESQ. CEREZO Y PANAPEN / ROBLE AMARILLO,1,EN OPERACION,XAXX111111,9612341473.0,,,,,12/03/2022,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,1,RURAL,,,,,16.090325,-92.837232,A,ALTA,08/11/2022,,,,
CSSMP003343,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,107,VILLA CORZO,34,SAN PEDRO BUENAVISTA,4,VILLAFLORES,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,5.0,CALLE,CENTRAL SUR,S/N ,,7.0,COLONIA,BUENAVISTA,27410.0,ENTRE CALLE PRIMERA SUR PONIENTE Y SEGUNDA SUR PONIENTE / PRIMERA ORIENTE SUR,1,EN OPERACION,XAXX111111,9656510181.0,,,,,23/11/2021,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.132125,-93.165546,A,ALTA,08/11/2022,,,,
CSSMP003355,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,101,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,7.0,CALZADA,AL SUMIDERO,1400 ,,7.0,COLONIA,MONTEBELLO,50200.0,ENTRE CALLE DECIMA CUARTA NORTE ORIENTE Y DECIMA TERCERA NORTE ORIENTE,1,EN OPERACION,XAXX111111,9616882044.0,,,,,28/10/2021,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.76443,-93.10487,A,ALTA,08/11/2022,,,,
CSSMP003360,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,101,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,4.0,BOULEVARD,DOCTOR BELISARIO DOMINGUEZ,2396 ,,7.0,COLONIA,LAS ARBOLEDAS,9620.0,ENTRE CALLE CAÑAHUECA Y VIGESIMA TERCERA PONIENTE /,1,EN OPERACION,XAXX111111,9611186117.0,,,,,09/12/2021,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.754999,-93.140712,A,ALTA,08/11/2022,,,,
CSSMP003372,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,78,SAN CRISTOBAL DE LAS CASAS,1,SAN CRISTOBAL DE LAS CASAS,2,SAN CRISTÓBAL DE LAS CASAS,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,5.0,CALLE,INSURGENTES,157 ,,7.0,COLONIA,MARIA AUXILIADORA,52104.0,ENTRE CALLE LAGO DE MARIA EUGENIA Y ALBERTO PINEDA,1,EN OPERACION,XAXX111111,9676903843.0,,,,,08/10/2021,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.712591,-92.633638,A,ALTA,08/11/2022,,,,
CSSMP003384,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,101,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,3.0,AVENIDA,QUINTA NORTE PONIENTE,2754 ,D,7.0,COLONIA,1RO DE MAYO,29096.0,ENTRE CALLE ANTONIO PARIENTE ALGARIN Y LIBRAMIENTO NORTE PONIENTE,1,EN OPERACION,XAXX111111,9611459752.0,,,,,16/06/2021,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.763123,-93.139602,A,ALTA,08/11/2022,,,,
CSSMP003396,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,97,TONALA,17,TRES PICOS,8,TONALÁ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,5.0,CALLE,HIDALGO,S/N ,,7.0,COLONIA,3 PICOS,24400.0,ENTRE CALLE ESQ. AV. JUAREZ OTE Y CLL. 16 DE SEPTIEMBRE NTE,1,EN OPERACION,XAXX111111,9947232364.0,,,,,10/05/2021,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,15.880682,-93.527508,A,ALTA,08/11/2022,,,,
CSSMP003401,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,89,TAPACHULA,1,TAPACHULA DE CORDOVA Y ORDOÑEZ,7,TAPACHULA,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,5.0,CALLE,SEXTA SUR,64 ,D,7.0,COLONIA,TAPACHULA CENTRO,37806.0,ENTRE CALLE OCTAVA PONIENTE Y SEXTA PONIENTE / CUARTA SUR,1,EN OPERACION,XAXX111111,9626887914.0,,,,,15/03/2021,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,14.903443,-92.268692,A,ALTA,08/11/2022,,,,
CSSMP003413,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,78,SAN CRISTOBAL DE LAS CASAS,1,SAN CRISTOBAL DE LAS CASAS,2,SAN CRISTÓBAL DE LAS CASAS,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,5.0,CALLE,SUR PTE (PERIFERICO) (NUEVA PRIMAVERA),S/N (1) ,,7.0,COLONIA,EL SANTUARIO,55010.0,ENTRE CALLE NUEVA PRIMAVERA Y SAN FRANCISCO / IGNACIO MANUEL ALTAMIRANO,1,EN OPERACION,XAXX111111,9676883253.0,,,,,05/03/2021,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.718403,-92.651242,A,ALTA,08/11/2022,,,,
CSSMP003425,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,101,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,24.0,CARRETERA,CHICOASEN,35 ,,7.0,COLONIA,LOS LAGUITOS,55764.0,ENTRE CALLE ESQ. CASCADAS DE AGUA AZUL Y PANUCO / RAFAEL SELVAS,1,EN OPERACION,XAXX111111,9611459723.0,,,,,22/02/2021,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.761575,-93.150286,A,ALTA,08/11/2022,,,,
CSSMP003430,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,123,EMILIANO ZAPATA,1,20 DE NOVIEMBRE,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,3.0,AVENIDA,CENTRAL PONIENTE,S/N ,,7.0,COLONIA,20 DE NOVIEMBRE,38300.0,ENTRE CALLE ESQ. SEGUNDA PONIENTE SUR Y TERCERA PONIENTE SUR / PRIMERA SUR PONIENTE,1,EN OPERACION,XAXX111111,9671338463.0,,,,,08/03/2021,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.542099,-92.896717,A,ALTA,08/11/2022,,,,
CSSMP003442,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,101,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,3.0,AVENIDA,TERCERA NORTE PONIENTE,S/N ,,7.0,COLONIA,TERAN,51200.0,ENTRE CALLE TERCERA ORIENTE NORTE Y ROSARIO SABINAL / CONASUPO,1,EN OPERACION,XAXX111111,9611180616.0,,,,,01/03/2021,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.754116,-93.176282,A,ALTA,08/11/2022,,,,
CSSMP003454,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,101,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,24.0,CARRETERA,PANAMERICANA A TUXTLA GUTIERREZ,S/N ,,7.0,COLONIA,INDUSTRIAL,32575.0,ENTRE CALLE TERCERA ORIENTE SUR Y PRIMERA ORIENTE SUR / PRIMERA NORTE ORIENTE,1,EN OPERACION,XAXX111111,9616889211.0,,,,,28/01/2021,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.737152,-93.062492,A,ALTA,08/11/2022,,,,
CSSMP003466,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,101,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,17.0,PERIFÉRICO,PERIFERICO SUR PONIENTE,2341 ,,7.0,COLONIA,PENIPAK,53390.0,ENTRE CALLE LIBRAMIENTO PONIENTE NORTE Y VIGESIMA PRIMERA PONIENTE SUR / LIBRAMIENTO SUR PONIENTE,1,EN OPERACION,XAXX111111,9611455610.0,,,,,01/03/2021,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.750194,-93.139943,A,ALTA,08/11/2022,,,,
CSSMP003471,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,89,TAPACHULA,46,ALVARO OBREGON,7,TAPACHULA,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,5.0,CALLE,CENTRAL ORIENTE,S/N ,,7.0,COLONIA,SAN ANTONIO,50170.0,ENTRE CALLE CENTRAL NORTE Y PRIMERA SUR / PRIMERA ORIENTE,1,EN OPERACION,XAXX111111,9626989374.0,,,,,15/03/2021,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,14.92093,-92.37872,A,ALTA,08/11/2022,,,,
CSSMP003483,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,101,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,3.0,AVENIDA,MALPASO,281 ,MZ 43 LT 23,7.0,COLONIA,CRUZ CON CASITA,28078.0,ENTRE CALLE ANGOSTURA Y CHICOASEN / NECAXA,1,EN OPERACION,XAXX111111,9613903393.0,,,,,02/03/2021,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.783126,-93.101764,A,ALTA,08/11/2022,,,,
CSSMP003495,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,101,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,4.0,BOULEVARD,FIDEL VELAZQUEZ,8 ,,7.0,COLONIA,INFONAVIT GRIJALVA,54976.0,ENTRE CALLE 1° DE MAYO Y 4 / 1A,1,EN OPERACION,XAXX111111,9616003807.0,,,,,17/12/2019,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.761766,-93.094793,A,ALTA,09/11/2022,,,,
CSSMP003500,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,32,ESCUINTLA,1,ESCUINTLA,7,TAPACHULA,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,3.0,AVENIDA,ALVARO OBREGON SUR,16 ,,7.0,COLONIA,ESCUINTLA CENTRO,34199.0,ENTRE CALLE BELISARIO DOMINGUEZ PONIENTE Y IGNACIO ZARAGOZA ORIENTE / MORELOS SUR,1,EN OPERACION,XAXX111111,9186440679.0,,,,,14/10/2019,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,15.319592,-92.658929,A,ALTA,09/11/2022,,,,
CSSMP003512,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,101,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,4.0,BOULEVARD,LIC. SALOMON GONZALEZ BLANCO,S/N ,,7.0,COLONIA,LAS TORRES,23444.0,ENTRE CALLE PIJIJIAPAN Y TUCHTLAN / TAPACHULA,1,EN OPERACION,XAXX111111,9616882140.0,,,,,12/08/2019,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.747836,-93.069839,A,ALTA,09/11/2022,,,,
CSSMP003524,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,1,COMITAN DE DOMINGUEZ,3,COMITÁN,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,4.0,BOULEVARD,BELISARIO DOMINGUEZ SUR,21 ,,7.0,COLONIA,GUADALUPE,54240.0,ENTRE CALLE ESQ. 1A CALLE SUR PONIENTE Y 2A CALLE SUR PONIENTE / 5A. AV. PONIENTE SUR,1,EN OPERACION,XAXX111111,9636881594.0,,,,,09/09/2019,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.248447,-92.140764,A,ALTA,09/11/2022,,,,
CSSMP003536,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,13,BOCHIL,1,BOCHIL,5,PICHUCALCO,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,5.0,CALLE,CENTRAL NORTE,1 ,,7.0,COLONIA,BOCHIL,11370.0,ENTRE CALLE ESQ. CENTRAL ORIENTE Y / 1A. NORTE ORIENTE / 1A. ORIENTE NORTE,1,EN OPERACION,XAXX111111,9196530495.0,,,,,24/04/2019,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.995663,-92.890058,A,ALTA,09/11/2022,,,,
CSSMP003541,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,91,TAPILULA,1,TAPILULA,5,PICHUCALCO,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,5.0,CALLE,PRIMERA NORTE ORIENTE,26 ,,7.0,COLONIA,TAPILULA,56350.0,ENTRE CALLE PRIMERA ORIENTE NORTE Y / CENTRAL NORTE / SEGUNDA NORTE PONIENTE,1,EN OPERACION,XAXX111111,9196854197.0,,,,,19/11/2018,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,17.249472,-93.016405,A,ALTA,09/11/2022,,,,
CSSMP003553,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,122,EL PARRAL,1,EL PARRAL,4,VILLAFLORES,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST A.C.,3.0,AVENIDA,CENTRAL ORIENTE,S/N ,,7.0,COLONIA,EL PARRAL,30530.0,ENTRE CALLE PRIMERA ORIENTE NORTE Y / CENTRAL NORTE / PRIMERA NORTE,1,EN OPERACION,XAXX111111,9651208232.0,,,,,17/12/2018,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.366409,-93.005162,A,ALTA,09/11/2022,,,,
