CLUES,CLAVE DE LA INSTITUCION,NOMBRE DE LA INSTITUCION,CLAVE DE LA ENTIDAD,ENTIDAD,CLAVE DEL MUNICIPIO,MUNICIPIO,CLAVE DE LA LOCALIDAD,LOCALIDAD,CLAVE DE LA JURISDICCION,JURISDICCION,CLAVE DEL TIPO ESTABLECIMIENTO,NOMBRE TIPO ESTABLECIMIENTO,CLAVE DE TIPOLOGIA,NOMBRE DE TIPOLOGIA,CLAVE DE SUBTIPOLOGIA,NOMBRE DE SUBTIPOLOGIA,NOMBRE DE LA UNIDAD,NOMBRE COMERCIAL,CLAVE TIPO DE VIALIDAD,TIPO DE VIALIDAD,VIALIDAD,NUMERO EXTERIOR,NUMERO INTERIOR,CLAVE TIPO DE ASENTAMIENTO,TIPO DE ASENTAMIENTO,ASENTAMIENTO,CODIGO POSTAL,OBSERVACIONES DE LA DIRECCION,CLAVE ESTATUS DE OPERACION,ESTATUS DE OPERACION,RFC DEL ESTABLECIMIENTO,TELEFONO 1 DEL ESTABLECIMIENTO,EXTENSION TELEFONICA 1 DEL ESTABLECIMIENTO,TELEFONO 2 DEL ESTABLECIMIENTO,EXTENSION TELEFONICA 2 DEL ESTABLECIMIENTO,FECHA DE CONSTRUCCION,FECHA DE INICIO DE OPERACION,CLAVE UNIDAD MOVIL MARCA,UNIDAD MOVIL MARCA,UNIDAD MOVIL MARCA ESPECIFICA,UNIDAD MOVIL MODELO,CLAVE UNIDAD MOVIL PROGRAMA,UNIDAD MOVIL PROGRAMA,CLAVE UNIDAD MOVIL TIPO,UNIDAD MOVIL TIPO,CLAVE UNIDAD MOVIL TIPOLOGIA,UNIDAD MOVIL TIPOLOGIA,CLAVE DE LA INS ADM,NOMBRE DE LA INS ADM,CLAVE NIVEL ATENCION,NIVEL ATENCION,CLAVE ESTRATO UNIDAD,ESTRATO UNIDAD,CLAVE TIPO OBRA,TIPO OBRA,CLAVE PROPIEDAD DEL INMUEBLE,PROPIEDAD DEL INMUEBLE,LATITUD,LONGITUD,CLAVE ULTIMO MOVIMIENTO,ULTIMO MOVIMIENTO,FECHA ULTIMO MOVIMIENTO,COMENTARIOS DE LA VALIDACION,CLAVE MOTIVO BAJA,MOTIVO BAJA,FECHA EFECTIVA DE BAJA
CSIMB004223,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,65,PALENQUE,57,LICENCIADO GUSTAVO DIAZ ORDAZ,6,PALENQUE,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,CARAVANA TIPO 0 LICENCIADO GUSTAVO DIAZ ORDAZ,CARAVANA TIPO 0 LICENCIADO GUSTAVO DIAZ ORDAZ,19.0,PROLONGACIÓN,JUÁREZ,SIN NUMERO  ,,13.0,EJIDO,LICENCIADO GUSTAVO DIAZ ORDAZ,29960.0,,1,EN OPERACION,ISA961203QN5,9163450025,,,,01/12/2012,01/09/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED,UMM FEDERAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,1.0,OBRA NUEVA,1.0,PROPIO,17.43208,-91.765346,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004235,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,65,PALENQUE,64,LINDAVISTA (CHINIQUIJA),6,PALENQUE,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,CARAVANA TIPO 0 LINDAVISTA (CHINIQUIJA),CARAVANA TIPO 0 LINDAVISTA (CHINIQUIJA),19.0,PROLONGACIÓN,JUÁREZ,SIN NUMERO  ,,13.0,EJIDO,LINDAVISTA (CHINIQUIJA),29960.0,,1,EN OPERACION,ISA961203QN5,9163450025,,,,01/12/2012,01/09/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED,UMM FEDERAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,1.0,OBRA NUEVA,1.0,PROPIO,17.398872,-91.505197,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004240,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,65,PALENQUE,215,RICARDO FLORES MAGON,6,PALENQUE,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,CARAVANA TIPO 0 RICARDO FLORES MAGON,CARAVANA TIPO 0 RICARDO FLORES MAGON,19.0,PROLONGACIÓN,JUÁREZ,SIN NUMERO  ,,13.0,EJIDO,RICARDO FLORES MAGON,29960.0,,1,EN OPERACION,ISA961203QN5,9163450025,,,,01/12/2012,01/09/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED,UMM FEDERAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,1.0,OBRA NUEVA,1.0,PROPIO,17.21986,-91.545275,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004264,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,76,SABANILLA,14,LAZARO CARDENAS DEL RIO,6,PALENQUE,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,CARAVANA TIPO 0 LAZARO CARDENAS DEL RIO,CARAVANA TIPO 0 LAZARO CARDENAS DEL RIO,19.0,PROLONGACIÓN,JUÁREZ,SIN NUMERO  ,,13.0,EJIDO,LAZARO CARDENAS,29800.0,,1,EN OPERACION,ISA961203QN5,9163450025,,,,01/12/2012,01/10/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED,UMM FEDERAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,1.0,OBRA NUEVA,1.0,PROPIO,17.320861,-92.604762,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004276,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,76,SABANILLA,95,ASUNCION HUITIUPAN,6,PALENQUE,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,CARAVANA TIPO 0  ASUNCION HUITIUPAN,CARAVANA TIPO 0 ASUNCION HUITIUPAN,19.0,PROLONGACIÓN,JUÁREZ,SIN NUMERO  ,,13.0,EJIDO,ASUNCION HUITIUPAN,29800.0,,1,EN OPERACION,ISA961203QN5,,,,,27/12/2012,27/09/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED,UMM FEDERAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,1.0,OBRA NUEVA,1.0,PROPIO,17.227797,-92.574001,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004281,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,77,SALTO DE AGUA,475,EL TORTUGUERO 2DA. SECCION,6,PALENQUE,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,CARAVANA TIPO 0 TORTUGUERO 2A. SECCION,CARAVANA TIPO 0 TORTUGUERO 2A. SECCION,19.0,PROLONGACIÓN,JUÁREZ,SIN NUMERO  ,,13.0,EJIDO,TORTUGUERO 2A. SECCION,29900.0,,1,EN OPERACION,ISA961203QN5,9163450025,,,,01/12/2012,01/09/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED,UMM FEDERAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,1.0,OBRA NUEVA,1.0,PROPIO,17.32056,-92.11056,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004293,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,77,SALTO DE AGUA,447,JOSE MARIA PINO SUAREZ,6,PALENQUE,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,CARAVANA TIPO '0 JOSE MARIA PINO SUAREZ,CARAVANA TIPO '0 JOSE MARIA PINO SUAREZ,19.0,PROLONGACIÓN,JUÁREZ,SIN NUMERO  ,,13.0,EJIDO,JOSE MARIA PINO SUAREZ,29900.0,,1,EN OPERACION,ISA961203QN5,9163450025,,,,01/12/2012,01/10/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED/EST,UMM FEDERAL/ESTATAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,1.0,OBRA NUEVA,1.0,PROPIO,17.53347,-92.148987,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004305,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,89,TAPACHULA,114,EL MANACAL,7,TAPACHULA,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,CARAVANA TIPO 0 MANACAL,CARAVANA TIPO 0 MANACAL,24.0,CARRETERA,NO DISPONIBLE,SIN NUMERO  ,,13.0,EJIDO,EL MANACAL,30700.0,FRENTE A LA CANCHA PUBLICA,1,EN OPERACION,ISA961203QN5,9626261578,,,,01/12/2012,01/09/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED,UMM FEDERAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,1.0,OBRA NUEVA,1.0,PROPIO,15.103386,-92.217509,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004310,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,89,TAPACHULA,452,TOQUIAN CHIQUITO,7,TAPACHULA,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,CARAVANA DE SALUD 0 TOQUIAN CHIQUITO,CARAVANA DE SALUD 0 TOQUIAN CHIQUITO,1.0,AMPLIACIÓN,3A. ORIENTE NORTE,34  ,,13.0,EJIDO,TOQUIAN CHIQUITO,30806.0,,1,EN OPERACION,ISA961203QN5,9626261578,,,,01/12/2012,01/09/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED,UMM FEDERAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,1.0,OBRA NUEVA,1.0,PROPIO,15.149672,-92.287216,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004322,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,96,TILA,45,CERRO MISOPA,6,PALENQUE,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,CARAVANA TIPO 0 CERRO MISOPA,CARAVANA TIPO 0 CERRO MISOPA,19.0,PROLONGACIÓN,JUÁREZ,SIN NUMERO  ,,13.0,EJIDO,CERRO MISOPA,29910.0,,1,EN OPERACION,ISA961203QN5,9163450025,,,,01/12/2012,01/10/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED,UMM FEDERAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,1.0,OBRA NUEVA,1.0,PROPIO,17.554727,-92.519772,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004334,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,109,YAJALON,107,ARROYO CARRIZAL,6,PALENQUE,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,CARAVANA TIPO 0 ARROYO CARRIZAL,CARAVANA TIPO 0 ARROYO CARRIZAL,19.0,PROLONGACIÓN,JUÁREZ,SIN NUMERO  ,,13.0,EJIDO,ARROYO CARRIZAL,29930.0,,1,EN OPERACION,ISA961203QN5,9163450025,,,,19/12/2012,19/10/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED,UMM FEDERAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,1.0,OBRA NUEVA,1.0,PROPIO,17.151439,-92.350281,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004346,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,65,PALENQUE,98,PUYIPA,6,PALENQUE,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,CARAVANA TIPO 0 PUYIPA,CARAVANA TIPO 0 PUYIPA,19.0,PROLONGACIÓN,JUÁREZ,SIN NUMERO  ,,13.0,EJIDO,PUYIPA,29960.0,,1,EN OPERACION,ISA961203QN5,9163450025,,,,01/12/2012,01/09/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED,UMM FEDERAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,1.0,OBRA NUEVA,1.0,PROPIO,17.347132,-91.938782,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004351,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,96,TILA,49,EL OCOTAL,6,PALENQUE,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,CARAVANA TIPO 0 EL OCOTAL,CARAVANA TIPO 0 EL OCOTAL,19.0,PROLONGACIÓN,JUÁREZ,SIN NUMERO  ,,13.0,EJIDO,EL OCOTAL,29930.0,,1,EN OPERACION,ISA961203QN5,9163450025,,,,01/12/2012,01/10/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED,UMM FEDERAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,1.0,OBRA NUEVA,1.0,PROPIO,17.282458,-92.503983,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004363,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,109,YAJALON,179,SANTA CANDELARIA,6,PALENQUE,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,CARAVANA TIPO 0 SANTA CANDELARIA,CARAVANA TIPO 0 SANTA CANDELARIA,19.0,PROLONGACIÓN,JUÁREZ,SIN NUMERO  ,,13.0,EJIDO,SANTA CANDELARIA,29930.0,,1,EN OPERACION,ISA961203QN5,,,,,20/12/2012,20/11/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED/EST,UMM FEDERAL/ESTATAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,1.0,OBRA NUEVA,1.0,PROPIO,17.162551,-92.310611,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004375,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,5,AMATAN,33,ESQUIPULAS,5,PICHUCALCO,3,DE APOYO,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,UNIDAD MEDICA MÓVIL ESQUIPULAS,UNIDAD MEDICA MÓVIL ESQUIPULAS,24.0,CARRETERA,SIN NOMBRE,SIN NUMERO  ,,13.0,EJIDO,ESQUIPULAS,29705.0,CERCA DE LA CANCHA,1,EN OPERACION,ISA961203QN5,9612525207,,,,28/12/2012,28/11/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED,UMM FEDERAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,6,NO APLICA,1,RURAL,1.0,OBRA NUEVA,1.0,PROPIO,17.109393,-92.760859,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004380,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,59,OCOSINGO,11,LA ARENA,6,PALENQUE,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,CARAVANA TIPO 0 LA ARENA,CARAVANA TIPO 0 LA ARENA,3.0,AVENIDA,11 SUR ORIENTE,SIN NUMERO  ,,13.0,EJIDO,LA ARENA,29950.0,,1,EN OPERACION,ISA961203QN5,9196730837,,,,01/12/2012,01/09/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED,UMM FEDERAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,1.0,OBRA NUEVA,1.0,PROPIO,17.115071,-91.522533,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004392,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,109,YAJALON,156,ESPERANZA SETZER,6,PALENQUE,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,CARAVANA TIPO 0 ESPERANZA SÉTZER,CARAVANA TIPO 0 ESPERANZA SÉTZER,19.0,PROLONGACIÓN,JUÁREZ,SIN NUMERO  ,,13.0,EJIDO,ESPERANZA SÉTZER,29930.0,,1,EN OPERACION,ISA961203QN5,9323230594,,,,28/12/2012,28/11/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED,UMM FEDERAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,1.0,OBRA NUEVA,1.0,PROPIO,17.187929,-92.290059,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004404,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,46,JIQUIPILAS,21,CRISTOBAL COLON,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,A,RURAL DE 01 NÚCLEO BÁSICO,99,NO ESPECIFICADO,CENTRO DE SALUD MICROREGIONAL CRISTOBAL COLON,CENTRO DE SALUD MICROREGIONAL CRISTOBAL COLON,5.0,CALLE,,SIN NUMERO  ,,7.0,COLONIA,CRISTOBAL COLON,30438.0,FRENTE AL PARQUE CENTRAL,1,EN OPERACION,ISA961203QN5,,,,,14/08/2012,14/02/2013,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,1.0,OBRA NUEVA,5.0,OTRO,16.573056,-93.588333,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004416,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,18,COAPILLA,1,COAPILLA,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CES,CENTROS DE SALUD CON SERVICIOS AMPLIADOS,99,NO ESPECIFICADO,COAPILLA,COAPILLA,5.0,CALLE,3A. ORIENTE SUR ,SIN NUMERO  ,,3.0,BARRIO,SAN ESTEBAN,29650.0,ENTRADA PRINCIPAL FRENTE A TALLER MECANICO,1,EN OPERACION,ISA961203QN5,,,,,17/02/2010,17/02/2013,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,2,URBANO,1.0,OBRA NUEVA,5.0,OTRO,17.1279104,-93.1586118,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004421,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,98,TOTOLAPA,10,PONCIANO ARRIAGA,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,A,RURAL DE 01 NÚCLEO BÁSICO,99,NO ESPECIFICADO,CENTRO DE SALUD MICROREGIONAL PONCIANO ARRIAGA,CENTRO DE SALUD MICROREGIONAL PONCIANO ARRIAGA,5.0,CALLE,2A. PONIENTE SUR,SIN NUMERO  ,,7.0,COLONIA,PONCIANO ARRIAGA,30330.0,,1,EN OPERACION,ISA961203QN5,9614539430,,,,24/09/2012,24/02/2013,,,,,,,,,,,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,1.0,OBRA NUEVA,5.0,OTRO,16.488753,-92.626846,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004445,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,111,ZINACANTAN,32,EL PIG,2,SAN CRISTÓBAL DE LAS CASAS,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,CARAVANA TIPO 0 EL PIG,CARAVANA TIPO 0 EL PIG,23.0,CAMINO,SIN NOMBRE,SIN NUMERO  ,,21.0,PARAJE,EL PIG,29360.0,,1,EN OPERACION,ISA961203QN5,,,,,,31/10/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED,UMM FEDERAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,5.0,OTRO,16.732222,-92.764722,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004450,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,47,JITOTOL,51,PLAN PAREDON,5,PICHUCALCO,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,CARAVANA TIPO 0 PLAN PAREDÓN,CARAVANA TIPO 0 PLAN PAREDÓN,24.0,CARRETERA,SIN NOMBRE,SIN NUMERO,,25.0,PUEBLO,PLAN PAREDÓN,29767.0,,1,EN OPERACION,ISA961203QN5,9681241242,,,,,01/10/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED,UMM FEDERAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,17.097373,-92.742236,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
CSIMB004462,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,7,CHIAPAS,81,SIMOJOVEL,194,YUQUIN,5,PICHUCALCO,1,DE CONSULTA EXTERNA,P,UNIDAD MÓVIL,99,NO ESPECIFICADO,CARAVANA TIPO 0 YUQUÍN,CARAVANA TIPO 0 YUQUÍN,24.0,CARRETERA,A SIMOJOVEL-ANDRES DURAZNAL,SIN NUMERO,,13.0,EJIDO,YUQUÍN,29824.0,,1,EN OPERACION,ISA961203QN5,9611007774,,,,,01/10/2013,14.0,DODGE,,2013.0,FAM,FORTALECIMIENTO A LA ATENCION MEDICA,FED,UMM FEDERAL,0.0,SIN CONSULTORIOS,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,17.030601,-92.761732,A,ALTA,18/07/2024,"ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.",,,
